0,37,121
1920,37,127
3840,37,121
5760,37,127
7680,37,123
9600,37,104
11520,37,100
13440,37,127
15360,37,127
17280,37,111
19200,37,112
21120,37,113
23040,37,127
24960,37,127
26880,37,127
28800,37,127
30720,37,127
32640,37,106
34560,37,111
36480,37,121
38400,37,89
40320,37,114
42240,37,106
44160,37,127
46080,37,127
48000,37,98
49920,37,127
51840,37,127
53760,37,96
55680,37,119
57600,37,127
59520,37,96
61440,37,127
63360,37,127
65280,37,118
67200,37,116
69120,37,127
71040,37,127
72960,37,116
74880,37,113
76800,37,123
78720,37,127
80640,37,127
82560,37,120
84480,37,124
86400,37,117
88320,37,94
90240,37,98
92160,37,125
94080,37,114
96000,37,127
97920,37,124
99840,37,98
101760,37,107
103680,37,127
105600,37,123
107520,37,90
109440,37,113
111360,37,124
113280,37,104
115200,37,127
117120,37,127
119040,37,122
120960,37,115
122880,37,127
124800,37,126
126720,37,127
128640,37,102
130560,37,109
132480,37,122
134400,37,127
136320,37,96
138240,37,107
140160,37,104
142080,37,102
144000,37,127
145920,37,120
147840,37,115
149760,37,127
151680,37,113
153600,37,94
155520,37,122
157440,37,127
159360,37,111
161280,37,88
163200,37,108
165120,37,123
167040,37,109
168960,37,125
170880,37,123
172800,37,127
174720,37,117
176640,37,127
178560,37,85
180480,37,99
182400,37,112
184320,37,127
186240,37,116
188160,37,109
190080,37,114
192000,37,114
193920,37,93
195840,37,127
197760,37,111
199680,37,127
201600,37,120
203520,37,127
205440,37,127
207360,37,110
209280,37,120
211200,37,122
213120,37,127
215040,37,127
216960,37,127
218880,37,120
220800,37,127
222720,37,114
224640,37,120
226560,37,119
228480,37,127
230400,37,93
232320,37,116
234240,37,127
236160,37,127
238080,37,127
240000,37,104
241920,37,110
243840,37,94
245760,37,109
247680,37,126
249600,37,127
251520,37,127
253440,37,127
255360,37,127
257280,37,127
259200,37,127
261120,37,126
263040,37,117
264960,37,127
266880,37,127
268800,37,127
270720,37,119
272640,37,123
274560,37,127
276480,37,118
278400,37,127
280320,37,127
282240,37,119
284160,37,122
286080,37,104
288000,37,127
289920,37,111
291840,37,95
293760,37,122
295680,37,116
297600,37,125
299520,37,127
301440,37,125
303360,37,112
305280,37,103
307200,37,102
309120,37,109
311040,37,127
312960,37,123
314880,37,127
316800,37,126
318720,37,127
320640,37,117
322560,37,127
324480,37,127
326400,37,127
328320,37,124
330240,37,116
332160,37,103
334080,37,123
336000,37,127
337920,37,92
339840,37,113
341760,37,121
343680,37,122
345600,37,112
347520,37,106
349440,37,127
351360,37,127
353280,37,127
355200,37,121
357120,37,119
359040,37,122
360960,37,127
362880,37,102
364800,37,86
366720,37,103
368640,37,127
370560,37,125
372480,37,122
374400,37,127
376320,37,100
378240,37,109
380160,37,127
382080,37,108
384000,37,127
385920,37,116
387840,37,109
389760,37,127
391680,37,127
393600,37,126
395520,37,98
397440,37,119
399360,37,127
401280,37,97
403200,37,127
405120,37,111
407040,37,97
408960,37,113
410880,37,127
412800,37,127
414720,37,127
416640,37,110
418560,37,127
420480,37,127
422400,37,103
424320,37,116
426240,37,127
428160,37,99
430080,37,119
432000,37,89
433920,37,111
435840,37,108
437760,37,104
439680,37,101
441600,37,114
443520,37,110
445440,37,107
447360,37,104
449280,37,127
451200,37,123
453120,37,116
455040,37,127
456960,37,119
458880,37,110
460800,37,93
462720,37,127
464640,37,127
466560,37,109
468480,37,122
470400,37,127
472320,37,127
474240,37,114
476160,37,127
478080,37,107
480000,37,127
481920,37,113
483840,37,117
485760,37,126
487680,37,121
489600,37,127
491520,37,127
493440,37,127
495360,37,115
497280,37,111
499200,37,116
501120,37,111
503040,37,127
504960,37,127
506880,37,117
508800,37,127
510720,37,122
512640,37,97
514560,37,127
516480,37,125
518400,37,115
520320,37,124
522240,37,127
524160,37,112
526080,37,127
528000,37,101
529920,37,127
531840,37,95
533760,37,127
535680,37,101
537600,37,105
539520,37,111
541440,37,116
543360,37,114
545280,37,117
547200,37,127
549120,37,127
551040,37,127
552960,37,125
554880,37,121
556800,37,78
558720,37,98
560640,37,125
562560,37,113
564480,37,106
566400,37,127
568320,37,118
570240,37,127
572160,37,115
574080,37,127
576000,37,106
577920,37,127
579840,37,127
581760,37,118
583680,37,127
585600,37,117
587520,37,127
589440,37,127
591360,37,110
593280,37,111
595200,37,111
597120,37,127
599040,37,120
600960,37,127
602880,37,127
604800,37,127
606720,37,115
608640,37,127
610560,37,127
612480,37,127
614400,37,125
616320,37,127
618240,37,127
620160,37,124
622080,37,127
624000,37,118
625920,37,127
627840,37,124
629760,37,127
631680,37,116
633600,37,127
635520,37,125
637440,37,116
639360,37,127
641280,37,121
643200,37,111
645120,37,127
647040,37,110
648960,37,120
650880,37,127
652800,37,119
654720,37,127
656640,37,106
658560,37,126
660480,37,115
662400,37,127
664320,37,92
666240,37,127
668160,37,127
670080,37,121
672000,37,127
673920,37,99
675840,37,127
677760,37,109
679680,37,117
681600,37,105
683520,37,116
685440,37,114
687360,37,106
689280,37,125
691200,37,113
693120,37,89
695040,37,112
696960,37,127
698880,37,119
700800,37,110
702720,37,125
704640,37,121
706560,37,127
708480,37,127
710400,37,127
712320,37,117
714240,37,123
716160,37,119
718080,37,126
720000,37,108
721920,37,125
723840,37,127
725760,37,118
727680,37,123
729600,37,127
731520,37,100
733440,37,127
735360,37,105
737280,37,127
739200,37,126
741120,37,105
743040,37,112
744960,37,108
746880,37,109
748800,37,127
750720,37,127
752640,37,95
754560,37,127
756480,37,127
758400,37,127
760320,37,109
762240,37,107
764160,37,125
766080,37,100
768000,37,127
769920,37,114
771840,37,119
773760,37,116
775680,37,127
777600,37,113
779520,37,113
781440,37,123
783360,37,99
785280,37,127
787200,37,110
789120,37,124
791040,37,106
792960,37,88
794880,37,127
796800,37,84
798720,37,119
800640,37,115
802560,37,127
804480,37,115
806400,37,105
808320,37,115
810240,37,119
812160,37,125
814080,37,127
816000,37,100
817920,37,124
819840,37,127
821760,37,107
823680,37,98
825600,37,127
827520,37,127
829440,37,127
831360,37,107
833280,37,122
835200,37,127
837120,37,110
839040,37,105
840960,37,109
842880,37,107
844800,37,127
846720,37,119
848640,37,120
850560,37,111
852480,37,116
854400,37,90
856320,37,109
858240,37,113
860160,37,108
862080,37,107
864000,37,105
865920,37,127
867840,37,127
869760,37,111
871680,37,127
873600,37,127
875520,37,124
877440,37,108
879360,37,110
881280,37,127
883200,37,127
885120,37,104
887040,37,88
888960,37,127
890880,37,127
892800,37,114
894720,37,127
896640,37,123
898560,37,120
900480,37,119
902400,37,110
904320,37,105
906240,37,112
908160,37,118
910080,37,127
912000,37,127
913920,37,101
915840,37,110
917760,37,127
919680,37,121
921600,37,127
923520,37,118
925440,37,127
927360,37,127
929280,37,127
931200,37,114
933120,37,106
935040,37,115
936960,37,105
938880,37,127
940800,37,103
942720,37,127
944640,37,127
946560,37,122
948480,37,99
950400,37,109
952320,37,127
954240,37,106
956160,37,122
958080,37,127
960000,37,106
961920,37,127
963840,37,101
965760,37,102
967680,37,127
969600,37,119
971520,37,115
973440,37,127
975360,37,117
977280,37,118
979200,37,123
981120,37,127
983040,37,105
984960,37,117
986880,37,127
988800,37,101
990720,37,127
992640,37,93
994560,37,94
996480,37,106
998400,37,121
1000320,37,89
1002240,37,127
1004160,37,127
1006080,37,106
1008000,37,127
1009920,37,124
1011840,37,109
1013760,37,127
1015680,37,102
1017600,37,117
1019520,37,109
1021440,37,116
1023360,37,97
1025280,37,127
1027200,37,125
1029120,37,127
1031040,37,127
1032960,37,127
1034880,37,127
1036800,37,127
1038720,37,116
1040640,37,119
1042560,37,127
1044480,37,96
1046400,37,109
1048320,37,125
1050240,37,127
1052160,37,101
1054080,37,127
1056000,37,123
1057920,37,124
1059840,37,127
1061760,37,114
1063680,37,122
1065600,37,127
1067520,37,127
1069440,37,127
1071360,37,126
1073280,37,95
1075200,37,123
1077120,37,122
1079040,37,118
1080960,37,124
1082880,37,100
1084800,37,125
1086720,37,127
1088640,37,127
1090560,37,127
1092480,37,127
1094400,37,127
1096320,37,111
1098240,37,127
1100160,37,127
1102080,37,127
1104000,37,107
1105920,37,98
1107840,37,110
1109760,37,100
1111680,37,127
1113600,37,94
1115520,37,112
1117440,37,115
1119360,37,127
1121280,37,127
1123200,37,127
1125120,37,127
1127040,37,127
1128960,37,122
1130880,37,115
1132800,37,127
1134720,37,126
1136640,37,121
1138560,37,127
1140480,37,127
1142400,37,110
1144320,37,116
1146240,37,106
1148160,37,127
1150080,37,111
1152000,37,123
1153920,37,115
1155840,37,123
1157760,42,112
1159680,42,120
1161600,42,123
1163520,42,124
1165440,42,113
1167360,42,119
1169280,42,127
1171200,42,127
1173120,42,120
1175040,42,106
1176960,42,114
1178880,42,127
1180800,42,127
1182720,42,127
1184640,42,106
1186560,42,118
1188480,42,126
1190400,42,127
1192320,42,122
1194240,42,125
1196160,42,112
1198080,42,127
1200000,42,111
1201920,42,127
1203840,42,125
1205760,42,109
1207680,42,127
1209600,42,127
1211520,42,105
1213440,42,127
1215360,42,127
1217280,42,112
1219200,42,124
1221120,42,127
1223040,42,127
1224960,42,105
1226880,42,117
1228800,42,106
1230720,42,127
1232640,42,111
1234560,42,127
1236480,42,119
1238400,42,127
1240320,42,127
1242240,42,127
1244160,42,121
1246080,42,127
1248000,42,126
1249920,42,106
1251840,42,127
1253760,42,127
1255680,42,127
1257600,42,100
1259520,42,127
1261440,42,127
1263360,42,120
1265280,42,127
1267200,42,112
1269120,42,127
1271040,42,127
1272960,42,125
1274880,42,127
1276800,42,123
1278720,42,104
1280640,42,122
1282560,42,111
1284480,42,127
1286400,42,105
1288320,42,120
1290240,42,127
1292160,42,127
1294080,42,127
1296000,42,127
1297920,42,127
1299840,42,124
1301760,42,114
1303680,42,127
1305600,42,124
1307520,42,127
1309440,42,116
1311360,42,95
1313280,42,127
1315200,42,127
1317120,42,120
1319040,42,106
1320960,42,127
1322880,42,127
1324800,42,126
1326720,42,83
1328640,42,127
1330560,42,127
1332480,42,126
1334400,42,108
1336320,42,127
1338240,42,127
1340160,42,127
1342080,42,122
1344000,42,118
1345920,42,127
1347840,42,120
1349760,42,112
1351680,42,108
1353600,42,127
1355520,42,112
1357440,42,127
1359360,42,127
1361280,42,127
1363200,42,127
1365120,42,111
1367040,42,112
1368960,42,124
1370880,42,113
1372800,42,112
1374720,42,119
1376640,42,127
1378560,42,118
1380480,42,127
1382400,42,127
1384320,42,127
1386240,42,120
1388160,42,123
1390080,42,127
1392000,42,121
1393920,42,127
1395840,42,107
1397760,42,114
1399680,42,114
1401600,42,127
1403520,42,127
1405440,42,111
1407360,42,127
1409280,42,110
1411200,42,113
1413120,42,125
1415040,42,127
1416960,42,127
1418880,42,125
1420800,42,127
1422720,42,113
1424640,42,124
1426560,42,121
